0,1,2,3,4,5
           8,Number,W06000008,Ceredigion,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          14,Number,W06000008,Ceredigion,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          45,Number,W06000008,Ceredigion,Physical environment,Total LSOAs
           4,Number,W06000008,Ceredigion,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Number,W06000008,Ceredigion,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          10,Number,W06000008,Ceredigion,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          21,Number,W06000008,Ceredigion,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,WIMD,Total LSOAs
           4,Number,W06000009,Pembrokeshire,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Number,W06000009,Pembrokeshire,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          13,Number,W06000009,Pembrokeshire,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          32,Number,W06000009,Pembrokeshire,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Income,Total LSOAs
           4,Number,W06000009,Pembrokeshire,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Number,W06000009,Pembrokeshire,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Number,W06000009,Pembrokeshire,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          33,Number,W06000009,Pembrokeshire,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Employment,Total LSOAs
           3,Number,W06000009,Pembrokeshire,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Number,W06000009,Pembrokeshire,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Number,W06000009,Pembrokeshire,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          29,Number,W06000009,Pembrokeshire,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Health,Total LSOAs
           2,Number,W06000009,Pembrokeshire,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000009,Pembrokeshire,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          14,Number,W06000009,Pembrokeshire,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          26,Number,W06000009,Pembrokeshire,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Education,Total LSOAs
           4,Number,W06000009,Pembrokeshire,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Number,W06000009,Pembrokeshire,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          16,Number,W06000009,Pembrokeshire,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          34,Number,W06000009,Pembrokeshire,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Access to services,Total LSOAs
          25,Number,W06000009,Pembrokeshire,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          36,Number,W06000009,Pembrokeshire,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          45,Number,W06000009,Pembrokeshire,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          55,Number,W06000009,Pembrokeshire,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Housing,Total LSOAs
           5,Number,W06000009,Pembrokeshire,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Number,W06000009,Pembrokeshire,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Number,W06000009,Pembrokeshire,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          47,Number,W06000009,Pembrokeshire,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Community safety,Total LSOAs
           6,Number,W06000009,Pembrokeshire,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Number,W06000009,Pembrokeshire,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          19,Number,W06000009,Pembrokeshire,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          30,Number,W06000009,Pembrokeshire,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          71,Number,W06000009,Pembrokeshire,Physical environment,Total LSOAs
           0,Number,W06000009,Pembrokeshire,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           2,Number,W06000009,Pembrokeshire,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           2,Number,W06000009,Pembrokeshire,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
           6,Number,W06000009,Pembrokeshire,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,WIMD,Total LSOAs
           5,Number,W06000010,Carmarthenshire,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Number,W06000010,Carmarthenshire,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Number,W06000010,Carmarthenshire,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          65,Number,W06000010,Carmarthenshire,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Income,Total LSOAs
           5,Number,W06000010,Carmarthenshire,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Number,W06000010,Carmarthenshire,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Number,W06000010,Carmarthenshire,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          53,Number,W06000010,Carmarthenshire,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Employment,Total LSOAs
           7,Number,W06000010,Carmarthenshire,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          18,Number,W06000010,Carmarthenshire,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Number,W06000010,Carmarthenshire,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          62,Number,W06000010,Carmarthenshire,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Health,Total LSOAs
           5,Number,W06000010,Carmarthenshire,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Number,W06000010,Carmarthenshire,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Number,W06000010,Carmarthenshire,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          53,Number,W06000010,Carmarthenshire,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Education,Total LSOAs
           5,Number,W06000010,Carmarthenshire,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Number,W06000010,Carmarthenshire,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Number,W06000010,Carmarthenshire,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          60,Number,W06000010,Carmarthenshire,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Access to services,Total LSOAs
          26,Number,W06000010,Carmarthenshire,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          46,Number,W06000010,Carmarthenshire,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          57,Number,W06000010,Carmarthenshire,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          77,Number,W06000010,Carmarthenshire,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Housing,Total LSOAs
          16,Number,W06000010,Carmarthenshire,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          28,Number,W06000010,Carmarthenshire,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          38,Number,W06000010,Carmarthenshire,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          61,Number,W06000010,Carmarthenshire,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Community safety,Total LSOAs
           6,Number,W06000010,Carmarthenshire,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Number,W06000010,Carmarthenshire,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Number,W06000010,Carmarthenshire,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          36,Number,W06000010,Carmarthenshire,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
         111,Number,W06000010,Carmarthenshire,Physical environment,Total LSOAs
           4,Number,W06000010,Carmarthenshire,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Number,W06000010,Carmarthenshire,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          23,Number,W06000010,Carmarthenshire,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          48,Number,W06000010,Carmarthenshire,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,WIMD,Total LSOAs
          20,Number,W06000011,Swansea,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          34,Number,W06000011,Swansea,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          46,Number,W06000011,Swansea,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          68,Number,W06000011,Swansea,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Income,Total LSOAs
          22,Number,W06000011,Swansea,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          39,Number,W06000011,Swansea,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          49,Number,W06000011,Swansea,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          72,Number,W06000011,Swansea,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Employment,Total LSOAs
          23,Number,W06000011,Swansea,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          37,Number,W06000011,Swansea,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          46,Number,W06000011,Swansea,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          77,Number,W06000011,Swansea,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Health,Total LSOAs
          22,Number,W06000011,Swansea,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          36,Number,W06000011,Swansea,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          50,Number,W06000011,Swansea,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          81,Number,W06000011,Swansea,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Education,Total LSOAs
          12,Number,W06000011,Swansea,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Number,W06000011,Swansea,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          40,Number,W06000011,Swansea,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          65,Number,W06000011,Swansea,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Access to services,Total LSOAs
           3,Number,W06000011,Swansea,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          14,Number,W06000011,Swansea,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          27,Number,W06000011,Swansea,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          68,Number,W06000011,Swansea,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Housing,Total LSOAs
          12,Number,W06000011,Swansea,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
          32,Number,W06000011,Swansea,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          46,Number,W06000011,Swansea,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          69,Number,W06000011,Swansea,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Community safety,Total LSOAs
          11,Number,W06000011,Swansea,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          25,Number,W06000011,Swansea,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          40,Number,W06000011,Swansea,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          69,Number,W06000011,Swansea,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
         150,Number,W06000011,Swansea,Physical environment,Total LSOAs
           2,Number,W06000011,Swansea,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          18,Number,W06000011,Swansea,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          29,Number,W06000011,Swansea,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          56,Number,W06000011,Swansea,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,WIMD,Total LSOAs
          15,Number,W06000012,Neath Port Talbot,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          33,Number,W06000012,Neath Port Talbot,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          42,Number,W06000012,Neath Port Talbot,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          65,Number,W06000012,Neath Port Talbot,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Income,Total LSOAs
          13,Number,W06000012,Neath Port Talbot,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Number,W06000012,Neath Port Talbot,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          40,Number,W06000012,Neath Port Talbot,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          60,Number,W06000012,Neath Port Talbot,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Employment,Total LSOAs
          18,Number,W06000012,Neath Port Talbot,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          36,Number,W06000012,Neath Port Talbot,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          46,Number,W06000012,Neath Port Talbot,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          67,Number,W06000012,Neath Port Talbot,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Health,Total LSOAs
          17,Number,W06000012,Neath Port Talbot,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Number,W06000012,Neath Port Talbot,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          42,Number,W06000012,Neath Port Talbot,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          66,Number,W06000012,Neath Port Talbot,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Education,Total LSOAs
          19,Number,W06000012,Neath Port Talbot,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          36,Number,W06000012,Neath Port Talbot,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          51,Number,W06000012,Neath Port Talbot,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          67,Number,W06000012,Neath Port Talbot,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Access to services,Total LSOAs
           3,Number,W06000012,Neath Port Talbot,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          23,Number,W06000012,Neath Port Talbot,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          44,Number,W06000012,Neath Port Talbot,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          69,Number,W06000012,Neath Port Talbot,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Housing,Total LSOAs
           1,Number,W06000012,Neath Port Talbot,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           4,Number,W06000012,Neath Port Talbot,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          14,Number,W06000012,Neath Port Talbot,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          31,Number,W06000012,Neath Port Talbot,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Community safety,Total LSOAs
           4,Number,W06000012,Neath Port Talbot,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
           8,Number,W06000012,Neath Port Talbot,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          16,Number,W06000012,Neath Port Talbot,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          44,Number,W06000012,Neath Port Talbot,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          90,Number,W06000012,Neath Port Talbot,Physical environment,Total LSOAs
          19,Number,W06000012,Neath Port Talbot,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          26,Number,W06000012,Neath Port Talbot,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          35,Number,W06000012,Neath Port Talbot,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          50,Number,W06000012,Neath Port Talbot,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,WIMD,Total LSOAs
           6,Number,W06000013,Bridgend,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          17,Number,W06000013,Bridgend,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          31,Number,W06000013,Bridgend,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          48,Number,W06000013,Bridgend,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Income,Total LSOAs
           5,Number,W06000013,Bridgend,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          15,Number,W06000013,Bridgend,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          33,Number,W06000013,Bridgend,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          49,Number,W06000013,Bridgend,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Employment,Total LSOAs
           5,Number,W06000013,Bridgend,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          20,Number,W06000013,Bridgend,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          40,Number,W06000013,Bridgend,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          53,Number,W06000013,Bridgend,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Health,Total LSOAs
           8,Number,W06000013,Bridgend,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          25,Number,W06000013,Bridgend,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          40,Number,W06000013,Bridgend,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          58,Number,W06000013,Bridgend,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Education,Total LSOAs
           8,Number,W06000013,Bridgend,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          18,Number,W06000013,Bridgend,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          28,Number,W06000013,Bridgend,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          47,Number,W06000013,Bridgend,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Access to services,Total LSOAs
           0,Number,W06000013,Bridgend,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          10,Number,W06000013,Bridgend,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          22,Number,W06000013,Bridgend,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          46,Number,W06000013,Bridgend,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Housing,Total LSOAs
           0,Number,W06000013,Bridgend,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           5,Number,W06000013,Bridgend,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
           9,Number,W06000013,Bridgend,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          24,Number,W06000013,Bridgend,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Community safety,Total LSOAs
           4,Number,W06000013,Bridgend,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Number,W06000013,Bridgend,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Number,W06000013,Bridgend,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          37,Number,W06000013,Bridgend,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          91,Number,W06000013,Bridgend,Physical environment,Total LSOAs
           5,Number,W06000013,Bridgend,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Number,W06000013,Bridgend,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          19,Number,W06000013,Bridgend,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          37,Number,W06000013,Bridgend,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,WIMD,Total LSOAs
           7,Number,W06000014,Vale of Glamorgan,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Number,W06000014,Vale of Glamorgan,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Number,W06000014,Vale of Glamorgan,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          28,Number,W06000014,Vale of Glamorgan,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Income,Total LSOAs
           7,Number,W06000014,Vale of Glamorgan,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          13,Number,W06000014,Vale of Glamorgan,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          16,Number,W06000014,Vale of Glamorgan,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          30,Number,W06000014,Vale of Glamorgan,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Employment,Total LSOAs
           8,Number,W06000014,Vale of Glamorgan,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          12,Number,W06000014,Vale of Glamorgan,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          15,Number,W06000014,Vale of Glamorgan,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          32,Number,W06000014,Vale of Glamorgan,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Health,Total LSOAs
           5,Number,W06000014,Vale of Glamorgan,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Number,W06000014,Vale of Glamorgan,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          20,Number,W06000014,Vale of Glamorgan,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          29,Number,W06000014,Vale of Glamorgan,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Education,Total LSOAs
           5,Number,W06000014,Vale of Glamorgan,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Number,W06000014,Vale of Glamorgan,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
          18,Number,W06000014,Vale of Glamorgan,Education,Most deprived 30% LSOAs in Wales (ranks 1-574)
          28,Number,W06000014,Vale of Glamorgan,Education,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Access to services,Total LSOAs
           3,Number,W06000014,Vale of Glamorgan,Access to services,Most deprived 10% LSOAs in Wales (ranks 1-191)
          11,Number,W06000014,Vale of Glamorgan,Access to services,Most deprived 20% LSOAs in Wales (ranks 1-382)
          21,Number,W06000014,Vale of Glamorgan,Access to services,Most deprived 30% LSOAs in Wales (ranks 1-574)
          31,Number,W06000014,Vale of Glamorgan,Access to services,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Housing,Total LSOAs
           0,Number,W06000014,Vale of Glamorgan,Housing,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Number,W06000014,Vale of Glamorgan,Housing,Most deprived 20% LSOAs in Wales (ranks 1-382)
          16,Number,W06000014,Vale of Glamorgan,Housing,Most deprived 30% LSOAs in Wales (ranks 1-574)
          27,Number,W06000014,Vale of Glamorgan,Housing,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Community safety,Total LSOAs
           3,Number,W06000014,Vale of Glamorgan,Community safety,Most deprived 10% LSOAs in Wales (ranks 1-191)
           9,Number,W06000014,Vale of Glamorgan,Community safety,Most deprived 20% LSOAs in Wales (ranks 1-382)
          16,Number,W06000014,Vale of Glamorgan,Community safety,Most deprived 30% LSOAs in Wales (ranks 1-574)
          30,Number,W06000014,Vale of Glamorgan,Community safety,Most deprived 50% LSOAs in Wales (ranks 1-958)
          82,Number,W06000014,Vale of Glamorgan,Physical environment,Total LSOAs
           2,Number,W06000014,Vale of Glamorgan,Physical environment,Most deprived 10% LSOAs in Wales (ranks 1-191)
           6,Number,W06000014,Vale of Glamorgan,Physical environment,Most deprived 20% LSOAs in Wales (ranks 1-382)
           8,Number,W06000014,Vale of Glamorgan,Physical environment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          25,Number,W06000014,Vale of Glamorgan,Physical environment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,WIMD,Total LSOAs
          37,Number,W06000015,Cardiff,WIMD,Most deprived 10% LSOAs in Wales (ranks 1-191)
          56,Number,W06000015,Cardiff,WIMD,Most deprived 20% LSOAs in Wales (ranks 1-382)
          74,Number,W06000015,Cardiff,WIMD,Most deprived 30% LSOAs in Wales (ranks 1-574)
          96,Number,W06000015,Cardiff,WIMD,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Income,Total LSOAs
          40,Number,W06000015,Cardiff,Income,Most deprived 10% LSOAs in Wales (ranks 1-191)
          56,Number,W06000015,Cardiff,Income,Most deprived 20% LSOAs in Wales (ranks 1-382)
          75,Number,W06000015,Cardiff,Income,Most deprived 30% LSOAs in Wales (ranks 1-574)
          95,Number,W06000015,Cardiff,Income,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Employment,Total LSOAs
          26,Number,W06000015,Cardiff,Employment,Most deprived 10% LSOAs in Wales (ranks 1-191)
          44,Number,W06000015,Cardiff,Employment,Most deprived 20% LSOAs in Wales (ranks 1-382)
          61,Number,W06000015,Cardiff,Employment,Most deprived 30% LSOAs in Wales (ranks 1-574)
          86,Number,W06000015,Cardiff,Employment,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Health,Total LSOAs
          34,Number,W06000015,Cardiff,Health,Most deprived 10% LSOAs in Wales (ranks 1-191)
          52,Number,W06000015,Cardiff,Health,Most deprived 20% LSOAs in Wales (ranks 1-382)
          66,Number,W06000015,Cardiff,Health,Most deprived 30% LSOAs in Wales (ranks 1-574)
          99,Number,W06000015,Cardiff,Health,Most deprived 50% LSOAs in Wales (ranks 1-958)
         218,Number,W06000015,Cardiff,Education,Total LSOAs
          22,Number,W06000015,Cardiff,Education,Most deprived 10% LSOAs in Wales (ranks 1-191)
          37,Number,W06000015,Cardiff,Education,Most deprived 20% LSOAs in Wales (ranks 1-382)
